tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,9d3f88d07235bf5e_score,player_a516e640_x,player_a516e640_y,player_a516e640_move_target,player_a516e640_item,player_a516e640_score,player_a516e640_cut_speed,player_a516e640_speed,player_513e3f7a_x,player_513e3f7a_y,player_513e3f7a_move_target,player_513e3f7a_item,player_513e3f7a_score,player_513e3f7a_cut_speed,player_513e3f7a_speed
3892,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,3.166666666666664,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.87970679274614,88.85839726327441,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3893,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,3.2083333333333304,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.1960703006819,87.89495432175892,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3894,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,3.249999999999997,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.180652248730304,86.64504941190665,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3895,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,3.2916666666666634,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.165234196778705,85.39514450205439,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3896,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,3.33333333333333,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.149816144827106,84.14523959220213,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3897,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,3.3749999999999964,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.13439809287551,82.89533468234987,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3898,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,3.416666666666663,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.11898004092391,81.64542977249761,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3899,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,3.4583333333333295,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.10356198897231,80.39552486264535,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3900,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,3.499999999999996,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.08814393702077,79.14561995279308,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3901,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,3.5416666666666625,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.07272588506953,77.89571504294082,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3902,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,3.583333333333329,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.05730783311829,76.64581013308856,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3903,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,3.6249999999999956,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.04188978116705,75.3959052232363,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3904,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,3.666666666666662,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.026471729215814,74.14600031338404,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3905,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,3.7083333333333286,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.01105367726458,72.89609540353177,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3906,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,3.749999999999995,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00233740280598,71.64614866015211,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3907,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,3.7916666666666616,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.002150663338,70.3961486741012,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3908,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,3.833333333333328,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00196392387002,69.14614868805029,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3909,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,3.8749999999999947,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.001777184402044,67.89614870199938,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3910,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,3.916666666666661,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00159044493407,66.64614871594847,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3911,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,3.9583333333333277,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00140370546609,65.39614872989756,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3912,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,3.9999999999999942,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00121696599811,64.14614874384665,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3913,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00103022653013,62.89614875779511,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3914,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.000843487062156,61.64614877174349,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3915,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00065674759439,60.39614878569187,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3916,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00047000812677,59.14614879964025,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3917,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.000283268659146,57.89614881358863,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3918,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.000096529191524,56.64614882753701,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3919,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.000027855578296,55.39614883255961,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3920,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.000025594008164,54.14614883256146,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3921,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00002333243803,52.896148832563306,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3922,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0000210708679,51.64614883256515,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3923,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00001880929777,50.396148832567,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3924,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00001654772764,49.14614883256885,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3925,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00001428615751,47.896148832570695,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3926,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.000012024587235,46.64614883257254,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3927,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00000976301675,45.39614883257439,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3928,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00000750144626,44.14614883257624,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3929,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.000005239875776,42.896148832578085,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3930,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00000297830529,41.64614883257993,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3931,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0000007167348,40.39614883258178,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3932,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00000033187652,39.14614883258184,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3933,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00000030448723,37.89614883258155,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3934,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00000027709794,36.64614883258127,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3935,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00000024970865,35.396148832580984,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3936,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00000022231936,34.1461488325807,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3937,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.000000194929896,32.896148832580415,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3938,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00000016754025,31.646148832580234,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3939,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.000000140150604,30.396148832580305,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3940,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00000011276096,29.146148832580376,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3941,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00000008537131,27.896148832580447,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3942,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.000000057981666,26.64614883258052,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3943,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00000003059202,25.39614883258059,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3944,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,tomato_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3945,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,tomato_cut,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3946,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,tomato_cut,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3947,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,tomato_cut,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3948,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,tomato_cut,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3949,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,tomato_cut,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3950,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,tomato_cut,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3951,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,tomato_cut,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3952,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,tomato_cut,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3953,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,tomato_cut,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3954,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,tomato_cut,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3955,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,tomato_cut,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3956,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,tomato_cut,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3957,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,tomato_cut,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3958,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,tomato_cut,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
3959,0,1,,0,2,tomato,0,3,tomato,1,0,tomato_cut,4.0,3,2,0,None_cut,3.9583333333333277,3,3,2,plate,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,tomato_cut,3,1.0,30.0,24.0,24.0,,,0,1.0,30.0
