tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,44322547ba68e2ec_score,player_5648aa27_x,player_5648aa27_y,player_5648aa27_move_target,player_5648aa27_item,player_5648aa27_score,player_5648aa27_cut_speed,player_5648aa27_speed,player_bc958fb2_x,player_bc958fb2_y,player_bc958fb2_move_target,player_bc958fb2_item,player_bc958fb2_score,player_bc958fb2_cut_speed,player_bc958fb2_speed
3554,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,81.85751728725911,78.06826053746792,,tomato_salad,0,1.0,12.0,24.0629352046439,77.13206471040186,,tomato,4,0.2,30.0
3555,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,82.21321315722811,77.71686268874527,,tomato_salad,0,1.0,12.0,24.047607437826514,75.88215869010915,,tomato,4,0.2,30.0
3556,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,82.56890902719711,77.36546484002263,,tomato_salad,0,1.0,12.0,24.03227967100913,74.63225266981644,,tomato,4,0.2,30.0
3557,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,82.9246048971661,77.01406699129998,,tomato_salad,0,1.0,12.0,24.01695190419175,73.38234664952373,,tomato,4,0.2,30.0
3558,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,83.2803007671351,76.66266914257733,,tomato_salad,0,1.0,12.0,24.002381300124206,72.13243593092655,,tomato,4,0.2,30.0
3559,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,83.6359966371041,76.31127129385469,,tomato_salad,0,1.0,12.0,24.00219678830363,70.88243594454453,,tomato,4,0.2,30.0
3560,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,83.9916925070731,75.95987344513205,,tomato_salad,0,1.0,12.0,24.00201227648305,69.6324359581625,,tomato,4,0.2,30.0
3561,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,84.3473883770421,75.6084755964094,,tomato_salad,0,1.0,12.0,24.001827764662472,68.38243597178048,,tomato,4,0.2,30.0
3562,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,84.70308424701109,75.25707774768675,,tomato_salad,0,1.0,12.0,24.001643252841895,67.13243598539846,,tomato,4,0.2,30.0
3563,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,85.05878011698009,74.90567989896411,,tomato_salad,0,1.0,12.0,24.001458741021317,65.88243599901644,,tomato,4,0.2,30.0
3564,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,85.41447598694909,74.55428205024147,,tomato_salad,0,1.0,12.0,24.00127422920074,64.63243601263441,,tomato,4,0.2,30.0
3565,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,85.77017185691808,74.20288420151881,,tomato_salad,0,1.0,12.0,24.00108971738016,63.38243602625239,,tomato,4,0.2,30.0
3566,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,86.12586772688708,73.85148635279617,,tomato_salad,0,1.0,12.0,24.000905205559626,62.13243603987037,,tomato,4,0.2,30.0
3567,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,86.48156359685608,73.50008850407353,,tomato_salad,0,1.0,12.0,24.000720693739225,60.88243605348835,,tomato,4,0.2,30.0
3568,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,86.83725946682507,73.14869065535089,,tomato_salad,0,1.0,12.0,24.000536181918825,59.632436067106326,,tomato,4,0.2,30.0
3569,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.19295533679407,72.79729280662823,,tomato_salad,0,1.0,12.0,24.000351670098425,58.382436080724304,,tomato,4,0.2,30.0
3570,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.54865120676307,72.4458949579056,,tomato_salad,0,1.0,12.0,24.000167158278025,57.13243609434228,,tomato,4,0.2,30.0
3571,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,tomato_salad,0,1.0,12.0,24.00002821917722,55.88243610455623,,tomato,4,0.2,30.0
3572,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.000025998235213,54.632436104558074,,tomato,4,0.2,30.0
3573,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.000023777293205,53.38243610455992,,tomato,4,0.2,30.0
3574,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.000021556351196,52.13243610456177,,tomato,4,0.2,30.0
3575,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.000019335409142,50.88243610456362,,tomato,4,0.2,30.0
3576,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.000017114466957,49.632436104565464,,tomato,4,0.2,30.0
3577,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.00001489352477,48.38243610456731,,tomato,4,0.2,30.0
3578,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.000012672582585,47.13243610456916,,tomato,4,0.2,30.0
3579,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0000104516404,45.882436104571006,,tomato,4,0.2,30.0
3580,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.000008230698214,44.632436104572854,,tomato,4,0.2,30.0
3581,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.000006009756028,43.3824361045747,,tomato,4,0.2,30.0
3582,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.000003788813842,42.13243610457655,,tomato,4,0.2,30.0
3583,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.000001567871657,40.882436104578396,,tomato,4,0.2,30.0
3584,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,tomato,4,0.2,30.0
3585,0,1,,0,2,tomato,0.0,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3586,0,1,,0,2,tomato,0.008333333333333333,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3587,0,1,,0,2,tomato,0.016666666666666666,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3588,0,1,,0,2,tomato,0.025,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3589,0,1,,0,2,tomato,0.03333333333333333,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3590,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3591,0,1,,0,2,tomato,0.049999999999999996,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3592,0,1,,0,2,tomato,0.05833333333333333,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3593,0,1,,0,2,tomato,0.06666666666666667,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3594,0,1,,0,2,tomato,0.075,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3595,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3596,0,1,,0,2,tomato,0.09166666666666666,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3597,0,1,,0,2,tomato,0.09999999999999999,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3598,0,1,,0,2,tomato,0.10833333333333332,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3599,0,1,,0,2,tomato,0.11666666666666665,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3600,0,1,,0,2,tomato,0.12499999999999999,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3601,0,1,,0,2,tomato,0.13333333333333333,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3602,0,1,,0,2,tomato,0.14166666666666666,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3603,0,1,,0,2,tomato,0.15,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3604,0,1,,0,2,tomato,0.15833333333333333,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3605,0,1,,0,2,tomato,0.16666666666666666,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3606,0,1,,0,2,tomato,0.175,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3607,0,1,,0,2,tomato,0.18333333333333332,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3608,0,1,,0,2,tomato,0.19166666666666665,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3609,0,1,,0,2,tomato,0.19999999999999998,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3610,0,1,,0,2,tomato,0.19999999999999998,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3611,0,1,,0,2,tomato,0.19999999999999998,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,40.0,,,4,0.2,30.0
3612,0,1,,0,2,tomato,0.19999999999999998,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,41.250000000000284,,,4,0.2,30.0
3613,0,1,,0,2,tomato,0.19999999999999998,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,42.50000000000057,,,4,0.2,30.0
3614,0,1,,0,2,tomato,0.19999999999999998,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,43.75000000000085,,,4,0.2,30.0
3615,0,1,,0,2,tomato,0.19999999999999998,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,45.00000000000114,,,4,0.2,30.0
3616,0,1,,0,2,tomato,0.19999999999999998,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,46.25000000000142,,,4,0.2,30.0
3617,0,1,,0,2,tomato,0.19999999999999998,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,47.500000000001705,,,4,0.2,30.0
3618,0,1,,0,2,tomato,0.19999999999999998,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,48.75000000000199,,,4,0.2,30.0
3619,0,1,,0,2,tomato,0.19999999999999998,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,50.000000000002274,,,4,0.2,30.0
3620,0,1,,0,2,tomato,0.19999999999999998,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,72.0,,,1,1.0,12.0,24.0,51.25000000000256,,,4,0.2,30.0
3621,0,1,,0,2,tomato,0.19999999999999998,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,71.50000000000045,,,1,1.0,12.0,24.0,52.50000000000284,,,4,0.2,30.0
3622,0,1,,0,2,tomato,0.19999999999999998,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,71.00000000000091,,,1,1.0,12.0,24.0,53.750000000003126,,,4,0.2,30.0
3623,0,1,,0,2,tomato,0.19999999999999998,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,70.50000000000136,,,1,1.0,12.0,24.0,55.00000000000341,,,4,0.2,30.0
3624,0,1,,0,2,tomato,0.19999999999999998,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,70.00000000000182,,,1,1.0,12.0,24.0,56.250000000003695,,,4,0.2,30.0
3625,0,1,,0,2,tomato,0.19999999999999998,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,69.50000000000227,,,1,1.0,12.0,24.0,57.50000000000398,,,4,0.2,30.0
3626,0,1,,0,2,tomato,0.19999999999999998,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,69.00000000000273,,,1,1.0,12.0,24.0,58.75000000000426,,,4,0.2,30.0
3627,0,1,,0,2,tomato,0.19999999999999998,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,68.50000000000318,,,1,1.0,12.0,24.0,60.00000000000455,,,4,0.2,30.0
3628,0,1,,0,2,tomato,0.19999999999999998,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,68.00000000000364,,,1,1.0,12.0,24.0,61.25000000000483,,,4,0.2,30.0
3629,0,1,,0,2,tomato,0.19999999999999998,0,0,3,None_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,67.50000000000409,,,1,1.0,12.0,24.0,62.500000000005116,,,4,0.2,30.0
