tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,aa7ec8c3b9989f1a_score,player_013421bd_x,player_013421bd_y,player_013421bd_move_target,player_013421bd_item,player_013421bd_score,player_013421bd_cut_speed,player_013421bd_speed,player_0080210c_x,player_0080210c_y,player_0080210c_move_target,player_0080210c_item,player_0080210c_score,player_0080210c_cut_speed,player_0080210c_speed
519,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.09696247595086,84.37677990323397,,,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
520,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.93983717174362,83.90210987176135,,,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
521,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.782711867536378,83.42743984028874,,,0,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
522,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.625586563329136,82.95276980881613,,,0,1.0,12.0,87.11611652351695,24.88388347648305,,tomato,0,0.2,30.0
523,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.468461259121895,82.47809977734352,,,0,1.0,12.0,86.2322330470339,25.7677669529661,,tomato,0,0.2,30.0
524,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.311335954914654,82.0034297458709,,,0,1.0,12.0,85.34834957055085,26.65165042944915,,tomato,0,0.2,30.0
525,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.154210650707412,81.52875971439829,,,0,1.0,12.0,84.4644660940678,27.535533905932198,,tomato,0,0.2,30.0
526,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.99708534650017,81.05408968292568,,,0,1.0,12.0,83.58058261758475,28.419417382415247,,tomato,0,0.2,30.0
527,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.83996004229293,80.57941965145307,,,0,1.0,12.0,82.6966991411017,29.303300858898297,,tomato,0,0.2,30.0
528,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.68283473808569,80.10474961998045,,,0,1.0,12.0,81.81281566461865,30.187184335381346,,tomato,0,0.2,30.0
529,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.525709433878447,79.63007958850784,,,0,1.0,12.0,80.9289321881356,31.071067811864395,,tomato,0,0.2,30.0
530,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.368584129671206,79.15540955703523,,,0,1.0,12.0,80.04504871165256,31.954951288347445,,tomato,0,0.2,30.0
531,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.211458825463964,78.68073952556261,,,0,1.0,12.0,79.1611652351695,32.838834764830494,,tomato,0,0.2,30.0
532,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.054333521256723,78.20606949409,,,0,1.0,12.0,78.27728175868646,33.722718241313544,,tomato,0,0.2,30.0
533,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.89720821704948,77.73139946261739,,,0,1.0,12.0,77.3933982822034,34.60660171779659,,tomato,0,0.2,30.0
534,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.74008291284224,77.25672943114478,,,0,1.0,12.0,76.50951480572036,35.49048519427964,,tomato,0,0.2,30.0
535,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.582957608635,76.78205939967216,,,0,1.0,12.0,75.62563132923731,36.37436867076269,,tomato,0,0.2,30.0
536,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.425832304427757,76.30738936819955,,,0,1.0,12.0,74.74174785275426,37.25825214724574,,tomato,0,0.2,30.0
537,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.268707000220516,75.83271933672694,,,0,1.0,12.0,73.85786437627121,38.14213562372879,,tomato,0,0.2,30.0
538,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.111581696013275,75.35804930525433,,,0,1.0,12.0,72.97398089978816,39.02601910021184,,tomato,0,0.2,30.0
539,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.954456391806033,74.88337927378171,,,0,1.0,12.0,72.19434681531624,39.95382555869017,,tomato,0,0.2,30.0
540,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.797331087598792,74.4087092423091,,,0,1.0,12.0,72.17920827225925,41.203733885133886,,tomato,0,0.2,30.0
541,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.64020578339155,73.93403921083649,,,0,1.0,12.0,72.16406972920225,42.4536422115776,,tomato,0,0.2,30.0
542,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.48308047918431,73.45936917936388,,,0,1.0,12.0,72.14893118614526,43.70355053802132,,tomato,0,0.2,30.0
543,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.325955174977068,72.98469914789126,,,0,1.0,12.0,72.13379264308827,44.953458864465034,,tomato,0,0.2,30.0
544,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.168829870769827,72.51002911641865,,,0,1.0,12.0,72.11865410003128,46.20336719090875,,tomato,0,0.2,30.0
545,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.064443604986693,72.02674826994976,,,0,1.0,12.0,72.10351555697429,47.453275517352466,,tomato,0,0.2,30.0
546,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.062433119673884,71.52675231201752,,,0,1.0,12.0,72.0883770139173,48.70318384379618,,tomato,0,0.2,30.0
547,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.060422634361075,71.02675635408528,,,0,1.0,12.0,72.0732384708603,49.9530921702399,,tomato,0,0.2,30.0
548,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.058412149048266,70.52676039615304,,,0,1.0,12.0,72.05809992780331,51.203000496683615,,tomato,0,0.2,30.0
549,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.056401663735457,70.0267644382208,,,0,1.0,12.0,72.04296138474632,52.45290882312733,,tomato,0,0.2,30.0
550,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.054391178422648,69.52676848028855,,,0,1.0,12.0,72.02782284168917,53.70281714957105,,tomato,0,0.2,30.0
551,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.05238069310984,69.02677252235631,,,0,1.0,12.0,72.01268429863147,54.95272547601476,,tomato,0,0.2,30.0
552,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.05037020779703,68.52677656442407,,,0,1.0,12.0,71.72126494341975,56.08721304982993,,tomato,0,0.2,30.0
553,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.04835972248422,68.02678060649183,,,0,1.0,12.0,70.84274886238072,56.97643152430942,,tomato,0,0.2,30.0
554,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.046349237171412,67.52678464855958,,,0,1.0,12.0,69.96423278134168,57.86564999878891,,tomato,0,0.2,30.0
555,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.044338751858604,67.02678869062734,,,0,1.0,12.0,69.08571670030264,58.7548684732684,,tomato,0,0.2,30.0
556,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.042328266545795,66.5267927326951,,,0,1.0,12.0,68.2072006192636,59.644086947747894,,tomato,0,0.2,30.0
557,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.040317781232986,66.02679677476286,,,0,1.0,12.0,67.32868453822456,60.533305422227386,,tomato,0,0.2,30.0
558,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.038307295920177,65.52680081683062,,,0,1.0,12.0,66.45016845718553,61.42252389670688,,tomato,0,0.2,30.0
559,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.036296810607368,65.02680485889837,,,0,1.0,12.0,65.57165237614649,62.31174237118637,,tomato,0,0.2,30.0
560,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.03428632529456,64.52680890096613,,,0,1.0,12.0,64.69313629510745,63.20096084566586,,tomato,0,0.2,30.0
561,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.03227583998175,64.02681294303389,,,0,1.0,12.0,63.81462021406841,64.09017932014535,,tomato,0,0.2,30.0
562,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.03026535466894,63.52681698510165,,,0,1.0,12.0,62.936104133029374,64.97939779462484,,tomato,0,0.2,30.0
563,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.028254869356132,63.026821027169404,,,0,1.0,12.0,62.05758805199034,65.86861626910434,,tomato,0,0.2,30.0
564,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.026244384043324,62.52682506923716,,,0,1.0,12.0,61.1790719709513,66.75783474358383,,tomato,0,0.2,30.0
565,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.024233898730515,62.02682911130492,,,0,1.0,12.0,60.30055588991177,67.64705321806332,,tomato,0,0.2,30.0
566,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.022223413417706,61.52683315337268,,,0,1.0,12.0,59.42203980887213,68.53627169254281,,tomato,0,0.2,30.0
567,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.020212928104897,61.026837195440436,,,0,1.0,12.0,58.543523727832486,69.4254901670223,,tomato,0,0.2,30.0
568,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.018202442792255,60.526841237508194,,,0,1.0,12.0,57.665007646792844,70.3147086415018,,tomato,0,0.2,30.0
569,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.016191957479624,60.02684527957595,,,0,1.0,12.0,56.7864915657532,71.20392711598129,,tomato,0,0.2,30.0
570,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.014181472166992,59.52684932164371,,,0,1.0,12.0,56.18442931909164,72.20856840125788,,tomato,0,0.2,30.0
571,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.01217098685436,59.02685336371147,,,0,1.0,12.0,56.16983147048351,73.4584831594783,,tomato,0,0.2,30.0
572,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.010160501541733,58.526857405779225,,,0,1.0,12.0,56.155233621875375,74.70839791769873,,tomato,0,0.2,30.0
573,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.008150016229102,58.02686144784698,,,0,1.0,12.0,56.14063577326724,75.95831267591916,,tomato,0,0.2,30.0
574,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00613953091647,57.52686548991474,,,0,1.0,12.0,56.12603792465911,77.20822743413959,,tomato,0,0.2,30.0
575,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.00412904560384,57.0268695319825,,,0,1.0,12.0,56.111440076050975,78.45814219236001,,tomato,0,0.2,30.0
576,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.002118560291212,56.526873574050256,,,0,1.0,12.0,56.09684222744288,79.70805695058044,,tomato,0,0.2,30.0
577,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.08224437883509,80.95797170880087,,tomato,0,0.2,30.0
578,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.06764653022731,82.2078864670213,,tomato,0,0.2,30.0
579,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.05304868161952,83.45780122524172,,tomato,0,0.2,30.0
580,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.038450833011744,84.70771598346215,,tomato,0,0.2,30.0
581,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.02385298440396,85.95763074168258,,tomato,0,0.2,30.0
582,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,56.009255135796174,87.207545499903,,tomato,0,0.2,30.0
583,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,55.54535275042176,88.26983193213294,,tomato,0,0.2,30.0
584,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,54.66670771572431,89.15892298652551,,tomato,0,0.2,30.0
585,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,53.78806268102685,90.04801404091808,,tomato,0,0.2,30.0
586,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,52.909417646329395,90.93710509531064,,tomato,0,0.2,30.0
587,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,52.03077261163194,91.82619614970321,,tomato,0,0.2,30.0
588,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,51.15212757693448,92.71528720409577,,tomato,0,0.2,30.0
589,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,50.27348254223711,93.60437825848834,,tomato,0,0.2,30.0
590,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,49.394837507540366,94.49346931288109,,tomato,0,0.2,30.0
591,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,48.51619247284362,95.38256036727401,,tomato,0,0.2,30.0
592,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,47.637547438146875,96.27165142166695,,tomato,0,0.2,30.0
593,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,46.75890240345013,97.16074247605987,,tomato,0,0.2,30.0
594,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,45.880257368753384,98.04983353045279,,tomato,0,0.2,30.0
595,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,45.00161233405664,98.93892458484572,,tomato,0,0.2,30.0
596,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,44.12296729935989,99.82801563923864,,tomato,0,0.2,30.0
597,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,43.24432226466315,100.71710669363158,,tomato,0,0.2,30.0
598,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,42.3656772299664,101.6061977480245,,tomato,0,0.2,30.0
599,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,41.487032195269656,102.49528880241742,,tomato,0,0.2,30.0
600,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,40.60838716057291,103.38437985681036,,tomato,0,0.2,30.0
601,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,39.721245367686436,103.3395855149044,,tomato,0,0.2,30.0
602,0,1,,0,2,,0.0,0,0,3,,0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,12.0,38.82656871376395,102.4666286517521,,tomato,0,0.2,30.0
