tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,71d471df941244e1_score,player_008fc5c3_x,player_008fc5c3_y,player_008fc5c3_move_target,player_008fc5c3_item,player_008fc5c3_score,player_008fc5c3_cut_speed,player_008fc5c3_speed,player_e7ffa768_x,player_e7ffa768_y,player_e7ffa768_move_target,player_e7ffa768_item,player_e7ffa768_score,player_e7ffa768_cut_speed,player_e7ffa768_speed
3301,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.99929171608353,44.71779444034946,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3302,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.99938554752286,44.092794447392926,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3303,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.99947937896219,43.467794454436394,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3304,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.99957321040152,42.84279446147986,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3305,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.99966704184085,42.21779446852333,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3306,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.99976087328018,41.5927944755668,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3307,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.99985470471951,40.967794482610266,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3308,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.99994853615884,40.342794489653734,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3309,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.33815551518609,39.856652611671535,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3310,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.77735733050582,39.411987832967384,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3311,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,89.21655914582556,38.96732305426323,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3312,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,89.65576096114529,38.52265827555908,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3313,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,90.09496277646502,38.07799349685493,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3314,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,90.53416459178476,37.63332871815078,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3315,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,90.97336640710449,37.18866393944663,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3316,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,91.41256822242423,36.743999160742476,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3317,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,91.85177003774396,36.299334382038325,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3318,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,92.2909718530637,35.85466960333417,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3319,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,92.73017366838343,35.41000482463002,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3320,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,93.16937548370316,34.96534004592587,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3321,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,93.6085772990229,34.52067526722172,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3322,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,94.04777911434263,34.07601048851757,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3323,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,94.48698092966237,33.63134570981342,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3324,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,94.9261827449821,33.186680931109265,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3325,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,95.36538456030183,32.742016152405114,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3326,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,95.80458637562157,32.29735137370096,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3327,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,96.2437881909413,31.85268659499681,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3328,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,96.68299000626104,31.40802181629266,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3329,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,97.12219182158077,30.96335703758851,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3330,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,97.5613936369005,30.518692258884357,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3331,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,98.00059545222024,30.074027480180206,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3332,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,98.43979726753997,29.629362701476055,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3333,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,98.8789990828597,29.184697922771903,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3334,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,99.31820089817944,28.740033144067752,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3335,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,99.75740271349918,28.2953683653636,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3336,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,100.19660452881891,27.85070358665945,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3337,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,100.63580634413864,27.406038807955163,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3338,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,101.07500815945838,26.961374029250656,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3339,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,101.51420997477811,26.51670925054615,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3340,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,101.95341179009785,26.072044471841643,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3341,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,102.39261360541758,25.627379693137136,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3342,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,102.83181542073731,25.18271491443263,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3343,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,103.27101723605698,24.738050135728123,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3344,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,103.71021905137584,24.293385357023617,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3345,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3346,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3347,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3348,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3349,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3350,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3351,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3352,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3353,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3354,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3355,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3356,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3357,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3358,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3359,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3360,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3361,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3362,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3363,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3364,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3365,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3366,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3367,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,103.55805826175776,24.441941738241525,,plate,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3368,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,103.11611652351553,24.88388347648305,,plate,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3369,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,102.6741747852733,25.325825214724574,,plate,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3370,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,102.23223304703106,25.7677669529661,,plate,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
3371,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666645,1,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,101.79029130878882,26.209708691207624,,plate,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
